lag,source,target,beta
2,Restoring database,Generating code coverage report,0.0006964016758589322
2,Reviewing dependencies,Generating code coverage report,-0.0
2,Running integration tests,Generating code coverage report,-0.0005128688111847635
2,Running linter checks,Generating code coverage report,-0.00015046935919229938
2,Running performance tests,Generating code coverage report,-0.0
2,Running regression tests,Generating code coverage report,0.0025618388726723835
2,Running security scan,Generating code coverage report,-0.0010004773603751946
2,Running smoke tests,Generating code coverage report,-0.0
2,Running unit tests,Generating code coverage report,-0.0018188839765331517
2,Scanning for secrets in code,Generating code coverage report,0.0
2,Seeding database,Generating code coverage report,-0.0
2,Sending Slack notification,Generating code coverage report,-1.8439845363501112e-05
2,Sending report via email,Generating code coverage report,-0.0
2,Signing release packages,Generating code coverage report,0.0009277277555374706
2,Starting CI job,Generating code coverage report,0.0
2,Syncing mirrors,Generating code coverage report,-0.0
2,Syncing with GitHub,Generating code coverage report,0.0
2,"TRACE socket recv timeout, backing off 200ms",Generating code coverage report,-0.0
2,Tagging Docker image,Generating code coverage report,0.00018500756373719717
2,Tracking build metrics,Generating code coverage report,-0.0005378369369653069
2,Triggering downstream jobs,Generating code coverage report,-0.0
2,Triggering webhook,Generating code coverage report,-0.0
2,Uploading crash reports,Generating code coverage report,-0.0
2,Uploading logs to S3,Generating code coverage report,-0.0
2,Uploading sourcemaps,Generating code coverage report,0.0002477361597844423
2,Validating Kubernetes manifests,Generating code coverage report,0.0
2,Validating deployment,Generating code coverage report,0.0
2,Verifying checksums,Generating code coverage report,0.0
2,Verifying dependency integrity,Generating code coverage report,-0.0
2,Verifying digital signatures,Generating code coverage report,0.0011664063737374549
2,Verifying git tag signature,Generating code coverage report,-0.0
2,Verifying service health checks,Generating code coverage report,-0.0
2,WARN retrying connection to mirror (attempt 3/5),Generating code coverage report,-0.0
2,^[[0;31mANSI color spill^[[0m,Generating code coverage report,0.0
2,dmesg: CPU soft lockup detected on core 3,Generating code coverage report,0.0
2,gc: collecting generation 2 ... done,Generating code coverage report,0.0
2,java.lang.NullPointerException at com.example.Main:142,Generating code coverage report,-0.0009459191235980428
2,###### random boundary #####,Generating documentation with Doxygen,-0.0
2,Analyzing CPU usage,Generating documentation with Doxygen,0.0
2,Analyzing historical trends,Generating documentation with Doxygen,0.0012465992136748694
2,Analyzing static code,Generating documentation with Doxygen,0.0
2,Archiving build artifacts,Generating documentation with Doxygen,0.0
2,Backing up database,Generating documentation with Doxygen,-0.0
2,Building CXX object,Generating documentation with Doxygen,-0.0
2,Building Java classes,Generating documentation with Doxygen,-0.0
2,Checking available memory,Generating documentation with Doxygen,-0.0
2,Checking code style,Generating documentation with Doxygen,-0.0
2,Checking database connectivity,Generating documentation with Doxygen,-0.0
2,Checking disk space,Generating documentation with Doxygen,0.0
2,Checking out branch,Generating documentation with Doxygen,-0.0
2,Cleaning Docker cache,Generating documentation with Doxygen,-0.0
2,Cloning repository,Generating documentation with Doxygen,-0.0
2,Compiling TypeScript files,Generating documentation with Doxygen,-0.0
2,Compressing log files,Generating documentation with Doxygen,-0.0
2,Configuring build environment,Generating documentation with Doxygen,0.952990494851371
2,Converting markdown to HTML,Generating documentation with Doxygen,-0.0
2,Creating Jira ticket,Generating documentation with Doxygen,0.0
2,Creating git tag,Generating documentation with Doxygen,-0.0
2,Creating new pipeline configuration,Generating documentation with Doxygen,-0.0
2,Creating release notes,Generating documentation with Doxygen,0.0
2,Creating version header,Generating documentation with Doxygen,0.0
2,Decrypting configuration files,Generating documentation with Doxygen,-0.0
2,Dependency chain resolved,Generating documentation with Doxygen,-0.0
2,Deploying Helm charts,Generating documentation with Doxygen,-0.0
2,Deploying to production,Generating documentation with Doxygen,0.0
2,Deploying to staging environment,Generating documentation with Doxygen,-0.0
2,Deprecated function used,Generating documentation with Doxygen,0.0
2,Encrypting artifacts,Generating documentation with Doxygen,0.0
2,Entering compilation loop,Generating documentation with Doxygen,-0.0
2,Finalizing CI job,Generating documentation with Doxygen,0.0
2,Formatting source code,Generating documentation with Doxygen,0.0
2,Generating code coverage report,Generating documentation with Doxygen,0.0
2,Generating system diagnostics,Generating documentation with Doxygen,0.0
2,Installing dependencies,Generating documentation with Doxygen,0.0
2,Linker returned non-zero exit code,Generating documentation with Doxygen,0.0
2,Linking CXX executable,Generating documentation with Doxygen,0.0
2,Linking shared libraries,Generating documentation with Doxygen,0.0
2,Logging build statistics,Generating documentation with Doxygen,0.0
2,Logging health status,Generating documentation with Doxygen,0.0
2,Measuring memory usage,Generating documentation with Doxygen,0.0
2,Merging pull request,Generating documentation with Doxygen,0.0
2,Migrating database schema,Generating documentation with Doxygen,0.0
2,Monitoring build agents,Generating documentation with Doxygen,0.0
2,Notifying release manager,Generating documentation with Doxygen,-0.0015902902057563727
2,Optimizing assets,Generating documentation with Doxygen,-0.0
2,Out of memory during linking stage,Generating documentation with Doxygen,0.0
2,Patching vulnerabilities,Generating documentation with Doxygen,0.0
2,Publishing artifacts to repository,Generating documentation with Doxygen,0.0
2,Publishing site,Generating documentation with Doxygen,0.0
2,Pulling Docker base image,Generating documentation with Doxygen,0.0
2,Pushing Docker image,Generating documentation with Doxygen,0.0
2,Pushing changes to remote,Generating documentation with Doxygen,-0.0
2,Rebalancing workloads,Generating documentation with Doxygen,0.0
2,Rebasing branch,Generating documentation with Doxygen,0.0
2,Rebooting build server,Generating documentation with Doxygen,0.0
2,Rebuilding failed jobs,Generating documentation with Doxygen,0.0
2,Reporting test results,Generating documentation with Doxygen,0.0
2,Restarting database service,Generating documentation with Doxygen,0.0
2,Restarting failed containers,Generating documentation with Doxygen,0.0
2,Restoring database,Generating documentation with Doxygen,-0.0
2,Reviewing dependencies,Generating documentation with Doxygen,0.0
2,Running integration tests,Generating documentation with Doxygen,-0.0
2,Running linter checks,Generating documentation with Doxygen,-0.0
2,Running performance tests,Generating documentation with Doxygen,-0.0
2,Running regression tests,Generating documentation with Doxygen,0.0
2,Running security scan,Generating documentation with Doxygen,-0.0
2,Running smoke tests,Generating documentation with Doxygen,0.0
2,Running unit tests,Generating documentation with Doxygen,0.0
2,Scanning for secrets in code,Generating documentation with Doxygen,-0.0
2,Seeding database,Generating documentation with Doxygen,-0.0
2,Sending Slack notification,Generating documentation with Doxygen,-0.0
2,Sending report via email,Generating documentation with Doxygen,-0.0
2,Signing release packages,Generating documentation with Doxygen,-0.0
2,Starting CI job,Generating documentation with Doxygen,-0.0
2,Syncing mirrors,Generating documentation with Doxygen,0.0
2,Syncing with GitHub,Generating documentation with Doxygen,0.0
2,"TRACE socket recv timeout, backing off 200ms",Generating documentation with Doxygen,-0.0
2,Tagging Docker image,Generating documentation with Doxygen,-0.0
2,Tracking build metrics,Generating documentation with Doxygen,-0.0
2,Triggering downstream jobs,Generating documentation with Doxygen,-0.0
2,Triggering webhook,Generating documentation with Doxygen,-0.0
2,Uploading crash reports,Generating documentation with Doxygen,-0.0
2,Uploading logs to S3,Generating documentation with Doxygen,-0.0
2,Uploading sourcemaps,Generating documentation with Doxygen,0.0
2,Validating Kubernetes manifests,Generating documentation with Doxygen,-0.0
2,Validating deployment,Generating documentation with Doxygen,-0.0
2,Verifying checksums,Generating documentation with Doxygen,0.0
2,Verifying dependency integrity,Generating documentation with Doxygen,-0.0
2,Verifying digital signatures,Generating documentation with Doxygen,0.0
2,Verifying git tag signature,Generating documentation with Doxygen,0.0
2,Verifying service health checks,Generating documentation with Doxygen,-0.0
2,WARN retrying connection to mirror (attempt 3/5),Generating documentation with Doxygen,-0.0
2,^[[0;31mANSI color spill^[[0m,Generating documentation with Doxygen,0.0
2,dmesg: CPU soft lockup detected on core 3,Generating documentation with Doxygen,-0.0
2,gc: collecting generation 2 ... done,Generating documentation with Doxygen,0.0
2,java.lang.NullPointerException at com.example.Main:142,Generating documentation with Doxygen,0.0
2,###### random boundary #####,Generating system diagnostics,-0.0
2,Analyzing CPU usage,Generating system diagnostics,0.0
2,Analyzing historical trends,Generating system diagnostics,0.0
2,Analyzing static code,Generating system diagnostics,0.0
2,Archiving build artifacts,Generating system diagnostics,-0.0
2,Backing up database,Generating system diagnostics,-0.0
2,Building CXX object,Generating system diagnostics,-0.0
2,Building Java classes,Generating system diagnostics,-0.0
2,Checking available memory,Generating system diagnostics,-0.0
2,Checking code style,Generating system diagnostics,-0.0
2,Checking database connectivity,Generating system diagnostics,0.0
2,Checking disk space,Generating system diagnostics,0.0
2,Checking out branch,Generating system diagnostics,-0.0
2,Cleaning Docker cache,Generating system diagnostics,0.0
2,Cloning repository,Generating system diagnostics,-0.0
2,Compiling TypeScript files,Generating system diagnostics,-0.0
2,Compressing log files,Generating system diagnostics,0.0
2,Configuring build environment,Generating system diagnostics,-0.0
2,Converting markdown to HTML,Generating system diagnostics,-0.0
2,Creating Jira ticket,Generating system diagnostics,-0.0
2,Creating git tag,Generating system diagnostics,-0.0
2,Creating new pipeline configuration,Generating system diagnostics,0.0
2,Creating release notes,Generating system diagnostics,-0.0
2,Creating version header,Generating system diagnostics,0.0
2,Decrypting configuration files,Generating system diagnostics,0.0
2,Dependency chain resolved,Generating system diagnostics,-0.0
2,Deploying Helm charts,Generating system diagnostics,0.0
2,Deploying to production,Generating system diagnostics,-0.0
2,Deploying to staging environment,Generating system diagnostics,0.0
2,Deprecated function used,Generating system diagnostics,-0.0
2,Encrypting artifacts,Generating system diagnostics,0.0
2,Entering compilation loop,Generating system diagnostics,-0.0
2,Finalizing CI job,Generating system diagnostics,-0.0
2,Formatting source code,Generating system diagnostics,0.0
2,Generating code coverage report,Generating system diagnostics,-0.0
2,Generating documentation with Doxygen,Generating system diagnostics,0.0
2,Installing dependencies,Generating system diagnostics,-0.0
2,Linker returned non-zero exit code,Generating system diagnostics,-0.0
2,Linking CXX executable,Generating system diagnostics,-0.0
2,Linking shared libraries,Generating system diagnostics,-0.0
2,Logging build statistics,Generating system diagnostics,-0.0
2,Logging health status,Generating system diagnostics,0.0
2,Measuring memory usage,Generating system diagnostics,-0.0
2,Merging pull request,Generating system diagnostics,-0.0
2,Migrating database schema,Generating system diagnostics,-0.0
2,Monitoring build agents,Generating system diagnostics,0.0
2,Notifying release manager,Generating system diagnostics,-0.0
2,Optimizing assets,Generating system diagnostics,0.0
2,Out of memory during linking stage,Generating system diagnostics,-0.0
2,Patching vulnerabilities,Generating system diagnostics,-0.0
2,Publishing artifacts to repository,Generating system diagnostics,-0.0
2,Publishing site,Generating system diagnostics,-0.0
2,Pulling Docker base image,Generating system diagnostics,-0.0
2,Pushing Docker image,Generating system diagnostics,0.0
2,Pushing changes to remote,Generating system diagnostics,-0.0
2,Rebalancing workloads,Generating system diagnostics,-0.0
2,Rebasing branch,Generating system diagnostics,-0.0
2,Rebooting build server,Generating system diagnostics,-0.0
2,Rebuilding failed jobs,Generating system diagnostics,-0.0
2,Reporting test results,Generating system diagnostics,-0.0
2,Restarting database service,Generating system diagnostics,0.0
2,Restarting failed containers,Generating system diagnostics,-0.0
2,Restoring database,Generating system diagnostics,-0.0
2,Reviewing dependencies,Generating system diagnostics,-0.0
2,Running integration tests,Generating system diagnostics,-0.0
2,Running linter checks,Generating system diagnostics,0.0
2,Running performance tests,Generating system diagnostics,-0.0
2,Running regression tests,Generating system diagnostics,-0.0
2,Running security scan,Generating system diagnostics,0.0
2,Running smoke tests,Generating system diagnostics,0.0
2,Running unit tests,Generating system diagnostics,-0.0
2,Scanning for secrets in code,Generating system diagnostics,-0.0
2,Seeding database,Generating system diagnostics,-0.0
2,Sending Slack notification,Generating system diagnostics,-0.0
2,Sending report via email,Generating system diagnostics,-0.0
2,Signing release packages,Generating system diagnostics,-0.0
2,Starting CI job,Generating system diagnostics,-0.0
2,Syncing mirrors,Generating system diagnostics,-0.0
2,Syncing with GitHub,Generating system diagnostics,-0.0
2,"TRACE socket recv timeout, backing off 200ms",Generating system diagnostics,-0.0
2,Tagging Docker image,Generating system diagnostics,-0.0
2,Tracking build metrics,Generating system diagnostics,-0.0
2,Triggering downstream jobs,Generating system diagnostics,-0.0
2,Triggering webhook,Generating system diagnostics,-0.0
2,Uploading crash reports,Generating system diagnostics,-0.0
2,Uploading logs to S3,Generating system diagnostics,-0.0
2,Uploading sourcemaps,Generating system diagnostics,-0.0
2,Validating Kubernetes manifests,Generating system diagnostics,0.0
2,Validating deployment,Generating system diagnostics,-0.0
2,Verifying checksums,Generating system diagnostics,0.0
2,Verifying dependency integrity,Generating system diagnostics,-0.0
2,Verifying digital signatures,Generating system diagnostics,0.0
2,Verifying git tag signature,Generating system diagnostics,-0.0
2,Verifying service health checks,Generating system diagnostics,-0.0
2,WARN retrying connection to mirror (attempt 3/5),Generating system diagnostics,-0.0
2,^[[0;31mANSI color spill^[[0m,Generating system diagnostics,0.0
2,dmesg: CPU soft lockup detected on core 3,Generating system diagnostics,-0.0
2,gc: collecting generation 2 ... done,Generating system diagnostics,0.0
2,java.lang.NullPointerException at com.example.Main:142,Generating system diagnostics,-0.0
2,###### random boundary #####,Installing dependencies,7.486150616519549e-05
2,Analyzing CPU usage,Installing dependencies,0.00013327579116170185
2,Analyzing historical trends,Installing dependencies,0.012510349878610908
2,Analyzing static code,Installing dependencies,0.006178273747113257
2,Archiving build artifacts,Installing dependencies,-0.0
2,Backing up database,Installing dependencies,0.0011044110193938533
2,Building CXX object,Installing dependencies,0.0006772029567508953
2,Building Java classes,Installing dependencies,0.002604089816318898
2,Checking available memory,Installing dependencies,-0.002883478003422498
2,Checking code style,Installing dependencies,-0.011296307943735363
2,Checking database connectivity,Installing dependencies,-0.0
2,Checking disk space,Installing dependencies,-0.0
2,Checking out branch,Installing dependencies,-0.027626049281331704
2,Cleaning Docker cache,Installing dependencies,0.0
2,Cloning repository,Installing dependencies,0.0029102658171159396
2,Compiling TypeScript files,Installing dependencies,0.0030685592186893364
2,Compressing log files,Installing dependencies,-6.719815882139652e-05
2,Configuring build environment,Installing dependencies,-0.0105327677871012
2,Converting markdown to HTML,Installing dependencies,0.0
2,Creating Jira ticket,Installing dependencies,0.0036520349344725672
2,Creating git tag,Installing dependencies,0.0010287653503256878
2,Creating new pipeline configuration,Installing dependencies,-0.0
2,Creating release notes,Installing dependencies,0.002359920336426104
2,Creating version header,Installing dependencies,0.0048442802958040525
2,Decrypting configuration files,Installing dependencies,0.0
2,Dependency chain resolved,Installing dependencies,0.0
2,Deploying Helm charts,Installing dependencies,0.00018929574608812013
2,Deploying to production,Installing dependencies,0.0002469747996640065
2,Deploying to staging environment,Installing dependencies,0.0005510501100151533
2,Deprecated function used,Installing dependencies,0.0016194792372705375
2,Encrypting artifacts,Installing dependencies,0.0024025455501155177
2,Entering compilation loop,Installing dependencies,-0.0
2,Finalizing CI job,Installing dependencies,-0.0
2,Formatting source code,Installing dependencies,-0.0
2,Generating code coverage report,Installing dependencies,-0.0
2,Generating documentation with Doxygen,Installing dependencies,-0.0
2,Generating system diagnostics,Installing dependencies,-0.0
2,Linker returned non-zero exit code,Installing dependencies,-0.0
2,Linking CXX executable,Installing dependencies,0.0
2,Linking shared libraries,Installing dependencies,-0.0013669560330773
2,Logging build statistics,Installing dependencies,-0.0
2,Logging health status,Installing dependencies,0.01619428459804857
2,Measuring memory usage,Installing dependencies,-0.0009495261218659464
2,Merging pull request,Installing dependencies,-0.0
2,Migrating database schema,Installing dependencies,-0.0
2,Monitoring build agents,Installing dependencies,0.006226999404909476
2,Notifying release manager,Installing dependencies,0.002022251277114077
2,Optimizing assets,Installing dependencies,-0.0
2,Out of memory during linking stage,Installing dependencies,0.0
2,Patching vulnerabilities,Installing dependencies,-0.00014820488564448942
2,Publishing artifacts to repository,Installing dependencies,0.0
2,Publishing site,Installing dependencies,-0.0
2,Pulling Docker base image,Installing dependencies,-0.0
2,Pushing Docker image,Installing dependencies,-0.0
2,Pushing changes to remote,Installing dependencies,-0.0
2,Rebalancing workloads,Installing dependencies,-0.00032654189053610353
2,Rebasing branch,Installing dependencies,0.002092087122619097
2,Rebooting build server,Installing dependencies,-0.0011103228410661577
2,Rebuilding failed jobs,Installing dependencies,0.0
2,Reporting test results,Installing dependencies,-0.001328051760500555
2,Restarting database service,Installing dependencies,0.0018136502644059715
2,Restarting failed containers,Installing dependencies,0.0
2,Restoring database,Installing dependencies,-0.0
2,Reviewing dependencies,Installing dependencies,0.0
2,Running integration tests,Installing dependencies,-0.0
2,Running linter checks,Installing dependencies,-0.0
2,Running performance tests,Installing dependencies,0.0002779506740487561
2,Running regression tests,Installing dependencies,-0.0
2,Running security scan,Installing dependencies,-0.0
2,Running smoke tests,Installing dependencies,0.0004638251955030158
2,Running unit tests,Installing dependencies,0.00544200101776523
2,Scanning for secrets in code,Installing dependencies,-0.00040779010706627224
2,Seeding database,Installing dependencies,0.0
2,Sending Slack notification,Installing dependencies,0.0007088157193544954
2,Sending report via email,Installing dependencies,-0.0014524782838478832
2,Signing release packages,Installing dependencies,0.0
2,Starting CI job,Installing dependencies,-0.0022889136083185336
2,Syncing mirrors,Installing dependencies,0.0
2,Syncing with GitHub,Installing dependencies,-0.0
2,"TRACE socket recv timeout, backing off 200ms",Installing dependencies,0.0
2,Tagging Docker image,Installing dependencies,0.002926555283748098
2,Tracking build metrics,Installing dependencies,-0.0018187641609481314
2,Triggering downstream jobs,Installing dependencies,-0.0008152758723043974
2,Triggering webhook,Installing dependencies,0.001799476500929153
2,Uploading crash reports,Installing dependencies,0.0
2,Uploading logs to S3,Installing dependencies,-0.0012418678981929317
2,Uploading sourcemaps,Installing dependencies,0.001154473266814485
2,Validating Kubernetes manifests,Installing dependencies,0.0008443946378864363
2,Validating deployment,Installing dependencies,0.0
2,Verifying checksums,Installing dependencies,-0.0020163033926244296
2,Verifying dependency integrity,Installing dependencies,0.0014251629490022388
2,Verifying digital signatures,Installing dependencies,0.0
2,Verifying git tag signature,Installing dependencies,-0.0
2,Verifying service health checks,Installing dependencies,0.0
2,WARN retrying connection to mirror (attempt 3/5),Installing dependencies,-0.0026861523273175635
2,^[[0;31mANSI color spill^[[0m,Installing dependencies,-0.0035821183944865316
2,dmesg: CPU soft lockup detected on core 3,Installing dependencies,-0.0
2,gc: collecting generation 2 ... done,Installing dependencies,0.0006410731430341657
2,java.lang.NullPointerException at com.example.Main:142,Installing dependencies,-0.0
2,###### random boundary #####,Linker returned non-zero exit code,0.00045662785214248643
2,Analyzing CPU usage,Linker returned non-zero exit code,-4.224433867317227e-05
2,Analyzing historical trends,Linker returned non-zero exit code,0.008240619290712483
2,Analyzing static code,Linker returned non-zero exit code,0.005181583619039742
2,Archiving build artifacts,Linker returned non-zero exit code,-0.0
2,Backing up database,Linker returned non-zero exit code,0.0001827261596679801
2,Building CXX object,Linker returned non-zero exit code,0.0
2,Building Java classes,Linker returned non-zero exit code,0.00034567385544988303
2,Checking available memory,Linker returned non-zero exit code,0.044985341731960615
2,Checking code style,Linker returned non-zero exit code,-0.0066542951828944905
2,Checking database connectivity,Linker returned non-zero exit code,0.04137059069291824
2,Checking disk space,Linker returned non-zero exit code,-0.0
2,Checking out branch,Linker returned non-zero exit code,-0.010668922411484299
2,Cleaning Docker cache,Linker returned non-zero exit code,0.0
2,Cloning repository,Linker returned non-zero exit code,-0.0
2,Compiling TypeScript files,Linker returned non-zero exit code,0.0025423661415998416
2,Compressing log files,Linker returned non-zero exit code,0.03897179040936357
2,Configuring build environment,Linker returned non-zero exit code,-0.005554579607674693
2,Converting markdown to HTML,Linker returned non-zero exit code,0.0
2,Creating Jira ticket,Linker returned non-zero exit code,-0.0
2,Creating git tag,Linker returned non-zero exit code,0.002017901407462986
2,Creating new pipeline configuration,Linker returned non-zero exit code,0.0003255143475847205
2,Creating release notes,Linker returned non-zero exit code,-0.0
2,Creating version header,Linker returned non-zero exit code,0.00757860899812476
2,Decrypting configuration files,Linker returned non-zero exit code,-0.0
2,Dependency chain resolved,Linker returned non-zero exit code,0.002200436551200947
2,Deploying Helm charts,Linker returned non-zero exit code,0.0
2,Deploying to production,Linker returned non-zero exit code,-0.0
2,Deploying to staging environment,Linker returned non-zero exit code,0.0
2,Deprecated function used,Linker returned non-zero exit code,0.0005493405598410314
2,Encrypting artifacts,Linker returned non-zero exit code,-0.0
2,Entering compilation loop,Linker returned non-zero exit code,0.006059168546329999
2,Finalizing CI job,Linker returned non-zero exit code,0.04985052628488917
2,Formatting source code,Linker returned non-zero exit code,-0.010069309245863911
2,Generating code coverage report,Linker returned non-zero exit code,6.319857563004821e-06
2,Generating documentation with Doxygen,Linker returned non-zero exit code,0.000304655275794436
2,Generating system diagnostics,Linker returned non-zero exit code,-0.0
2,Installing dependencies,Linker returned non-zero exit code,0.0
2,Linking CXX executable,Linker returned non-zero exit code,0.0
2,Linking shared libraries,Linker returned non-zero exit code,0.0019400292910502562
2,Logging build statistics,Linker returned non-zero exit code,0.0
2,Logging health status,Linker returned non-zero exit code,0.00471655160149054
2,Measuring memory usage,Linker returned non-zero exit code,-0.0010802104593991301
2,Merging pull request,Linker returned non-zero exit code,-0.001284640728480777
2,Migrating database schema,Linker returned non-zero exit code,-0.0008637080386746238
2,Monitoring build agents,Linker returned non-zero exit code,0.0
2,Notifying release manager,Linker returned non-zero exit code,0.004192592807938343
2,Optimizing assets,Linker returned non-zero exit code,-8.215903030252024e-06
2,Out of memory during linking stage,Linker returned non-zero exit code,-0.001119655236116821
2,Patching vulnerabilities,Linker returned non-zero exit code,-0.0
2,Publishing artifacts to repository,Linker returned non-zero exit code,-0.0
2,Publishing site,Linker returned non-zero exit code,-0.0012666975519557803
2,Pulling Docker base image,Linker returned non-zero exit code,-0.0
2,Pushing Docker image,Linker returned non-zero exit code,0.003900561866044456
2,Pushing changes to remote,Linker returned non-zero exit code,0.0017736335251419216
2,Rebalancing workloads,Linker returned non-zero exit code,-0.0010755176915441312
2,Rebasing branch,Linker returned non-zero exit code,-0.0
2,Rebooting build server,Linker returned non-zero exit code,0.0
2,Rebuilding failed jobs,Linker returned non-zero exit code,-0.0
2,Reporting test results,Linker returned non-zero exit code,-0.0
2,Restarting database service,Linker returned non-zero exit code,0.0
2,Restarting failed containers,Linker returned non-zero exit code,-0.0005545440395113001
2,Restoring database,Linker returned non-zero exit code,0.0
2,Reviewing dependencies,Linker returned non-zero exit code,0.0
2,Running integration tests,Linker returned non-zero exit code,-0.0004998032337198876
2,Running linter checks,Linker returned non-zero exit code,-0.004306112439299845
2,Running performance tests,Linker returned non-zero exit code,-0.0
2,Running regression tests,Linker returned non-zero exit code,0.0
2,Running security scan,Linker returned non-zero exit code,-0.0006317301414513856
2,Running smoke tests,Linker returned non-zero exit code,-0.0
2,Running unit tests,Linker returned non-zero exit code,0.0
2,Scanning for secrets in code,Linker returned non-zero exit code,0.0
2,Seeding database,Linker returned non-zero exit code,0.0
2,Sending Slack notification,Linker returned non-zero exit code,0.003328355582080653
2,Sending report via email,Linker returned non-zero exit code,-0.0
2,Signing release packages,Linker returned non-zero exit code,-0.0
2,Starting CI job,Linker returned non-zero exit code,-0.002691199176012955
2,Syncing mirrors,Linker returned non-zero exit code,4.827370891206066e-05
2,Syncing with GitHub,Linker returned non-zero exit code,-0.00709843264213331
2,"TRACE socket recv timeout, backing off 200ms",Linker returned non-zero exit code,0.0010111045577376543
2,Tagging Docker image,Linker returned non-zero exit code,0.0016456004054689695
2,Tracking build metrics,Linker returned non-zero exit code,-0.0
2,Triggering downstream jobs,Linker returned non-zero exit code,0.0
2,Triggering webhook,Linker returned non-zero exit code,0.0
2,Uploading crash reports,Linker returned non-zero exit code,-0.0
2,Uploading logs to S3,Linker returned non-zero exit code,-0.0012620450104650228
2,Uploading sourcemaps,Linker returned non-zero exit code,0.0
2,Validating Kubernetes manifests,Linker returned non-zero exit code,0.0008161290342045454
2,Validating deployment,Linker returned non-zero exit code,0.00021553129520333802
2,Verifying checksums,Linker returned non-zero exit code,0.0
2,Verifying dependency integrity,Linker returned non-zero exit code,-0.0
2,Verifying digital signatures,Linker returned non-zero exit code,0.0012048670296708455
2,Verifying git tag signature,Linker returned non-zero exit code,-0.0
2,Verifying service health checks,Linker returned non-zero exit code,0.0010563540779636206
2,WARN retrying connection to mirror (attempt 3/5),Linker returned non-zero exit code,0.001827209976060146
2,^[[0;31mANSI color spill^[[0m,Linker returned non-zero exit code,0.002003070134497796
2,dmesg: CPU soft lockup detected on core 3,Linker returned non-zero exit code,0.0
2,gc: collecting generation 2 ... done,Linker returned non-zero exit code,-0.0005924975851398988
2,java.lang.NullPointerException at com.example.Main:142,Linker returned non-zero exit code,-0.0017370898158448234
2,###### random boundary #####,Linking CXX executable,-0.0
2,Analyzing CPU usage,Linking CXX executable,-0.0
2,Analyzing historical trends,Linking CXX executable,0.17692798434416548
2,Analyzing static code,Linking CXX executable,-0.010971244391451642
2,Archiving build artifacts,Linking CXX executable,0.0012027095166252787
2,Backing up database,Linking CXX executable,0.0023288310583128085
2,Building CXX object,Linking CXX executable,0.0010816930243386196
2,Building Java classes,Linking CXX executable,0.0005606860123642427
2,Checking available memory,Linking CXX executable,-0.003715128603122396
2,Checking code style,Linking CXX executable,0.0003192219226972217
2,Checking database connectivity,Linking CXX executable,-0.004337379795073979
2,Checking disk space,Linking CXX executable,-0.015150503500188579
2,Checking out branch,Linking CXX executable,0.1610760117620422
2,Cleaning Docker cache,Linking CXX executable,3.1010707710493625e-05
2,Cloning repository,Linking CXX executable,-0.0
2,Compiling TypeScript files,Linking CXX executable,0.0002403021659489276
2,Compressing log files,Linking CXX executable,-0.004171985670742251
2,Configuring build environment,Linking CXX executable,0.00017948109384243664
2,Converting markdown to HTML,Linking CXX executable,0.0
2,Creating Jira ticket,Linking CXX executable,0.0
2,Creating git tag,Linking CXX executable,0.0
2,Creating new pipeline configuration,Linking CXX executable,0.0
2,Creating release notes,Linking CXX executable,0.0006076582843286624
2,Creating version header,Linking CXX executable,-0.0113092446224606
2,Decrypting configuration files,Linking CXX executable,-0.014659626026949828
2,Dependency chain resolved,Linking CXX executable,0.0005099106956606977
2,Deploying Helm charts,Linking CXX executable,0.0020123518736904515
2,Deploying to production,Linking CXX executable,0.0004733061852433901
2,Deploying to staging environment,Linking CXX executable,-6.269809786380429e-05
2,Deprecated function used,Linking CXX executable,-0.0
2,Encrypting artifacts,Linking CXX executable,0.0018623459924939458
2,Entering compilation loop,Linking CXX executable,0.0
2,Finalizing CI job,Linking CXX executable,-0.003917239424926096
2,Formatting source code,Linking CXX executable,-0.0
2,Generating code coverage report,Linking CXX executable,0.0004039646995783888
2,Generating documentation with Doxygen,Linking CXX executable,-0.11108020248236972
2,Generating system diagnostics,Linking CXX executable,0.0
2,Installing dependencies,Linking CXX executable,-0.07091524566774926
2,Linker returned non-zero exit code,Linking CXX executable,-0.0
2,Linking shared libraries,Linking CXX executable,-0.0009041128636850578
2,Logging build statistics,Linking CXX executable,0.0
2,Logging health status,Linking CXX executable,-0.01282177687566615
2,Measuring memory usage,Linking CXX executable,-0.002553488348336089
2,Merging pull request,Linking CXX executable,0.0025331441542232242
2,Migrating database schema,Linking CXX executable,-0.0
2,Monitoring build agents,Linking CXX executable,0.0
2,Notifying release manager,Linking CXX executable,0.004227400529964379
2,Optimizing assets,Linking CXX executable,0.002291624322406115
2,Out of memory during linking stage,Linking CXX executable,0.0
2,Patching vulnerabilities,Linking CXX executable,0.0018397649093655523
2,Publishing artifacts to repository,Linking CXX executable,0.0
2,Publishing site,Linking CXX executable,0.0011289557130897282
2,Pulling Docker base image,Linking CXX executable,0.003376157784602157
2,Pushing Docker image,Linking CXX executable,-0.0
2,Pushing changes to remote,Linking CXX executable,0.0
2,Rebalancing workloads,Linking CXX executable,-0.0008275435014086814
2,Rebasing branch,Linking CXX executable,-0.0007533000859178241
2,Rebooting build server,Linking CXX executable,0.0006702977440098335
2,Rebuilding failed jobs,Linking CXX executable,0.006511034960059412
